claim_id,policy_id,customer_id,claim_date,claim_amount,claim_type,status
CLM00739,POL00739,CUST00739,2022-06-30,8126.4,Vandalism,Approved
CLM00740,POL00740,CUST00740,2023-05-30,14117.46,Vandalism,Pending
CLM00741,POL00741,CUST00741,2022-04-29,9501.31,Vandalism,Approved
CLM00742,POL00742,CUST00742,2023-04-28,7165.77,Fire,Rejected
CLM00743,POL00743,CUST00743,2022-01-24,350.52,Collision,Pending
CLM00744,POL00744,CUST00744,2023-05-22,3387.22,Vandalism,Approved
CLM00745,POL00745,CUST00745,2023-09-05,6479.09,Fire,Pending
CLM00746,POL00746,CUST00746,2022-12-09,15461.36,Vandalism,Rejected
CLM00747,POL00747,CUST00747,2023-06-24,16884.26,Vandalism,Pending
CLM00748,POL00748,CUST00748,2022-05-27,9468.68,Collision,Rejected
CLM00749,POL00749,CUST00749,2023-05-22,218.17,Fire,Approved
CLM00750,POL00750,CUST00750,2023-10-12,14094.11,Fire,Rejected
CLM00751,POL00751,CUST00751,2022-07-04,17402.74,Theft,Rejected
CLM00752,POL00752,CUST00752,2023-07-31,5363.35,Fire,Rejected
CLM00753,POL00753,CUST00753,2022-05-28,10683.2,Vandalism,Rejected
CLM00754,POL00754,CUST00754,2023-03-27,642.06,Vandalism,Pending
CLM00755,POL00755,CUST00755,2023-08-15,13294.88,Vandalism,Pending
CLM00756,POL00756,CUST00756,2023-12-09,2975.4,Fire,Pending
CLM00757,POL00757,CUST00757,2022-09-26,16965.35,Collision,Approved
CLM00758,POL00758,CUST00758,2022-12-15,15426.89,Fire,Approved
CLM00759,POL00759,CUST00759,2023-02-15,13098.36,Theft,Approved
CLM00760,POL00760,CUST00760,2022-02-03,3138.95,Vandalism,Approved
CLM00761,POL00761,CUST00761,2022-05-11,16568.24,Collision,Rejected
CLM00762,POL00762,CUST00762,2022-09-18,8670.65,Collision,Approved
CLM00763,POL00763,CUST00763,2022-03-29,10169.22,Fire,Rejected
CLM00764,POL00764,CUST00764,2022-03-15,5681.52,Fire,Approved
CLM00765,POL00765,CUST00765,2022-07-01,8874.06,Vandalism,Approved
CLM00766,POL00766,CUST00766,2022-10-25,2247.27,Vandalism,Rejected
CLM00767,POL00767,CUST00767,2023-09-23,8866.26,Vandalism,Rejected
CLM00768,POL00768,CUST00768,2023-11-03,2814.98,Theft,Rejected
CLM00769,POL00769,CUST00769,2022-06-16,458.25,Collision,Approved
CLM00770,POL00770,CUST00770,2023-02-05,15253.52,Vandalism,Approved
CLM00771,POL00771,CUST00771,2022-11-22,4412.13,Vandalism,Pending
CLM00772,POL00772,CUST00772,2023-11-10,2229.92,Vandalism,Rejected
CLM00773,POL00773,CUST00773,2023-10-13,15124.11,Theft,Approved
CLM00774,POL00774,CUST00774,2022-03-03,909.16,Collision,Rejected
CLM00775,POL00775,CUST00775,2022-02-07,5036.6,Collision,Pending
CLM00776,POL00776,CUST00776,2023-11-20,10854.62,Collision,Rejected
CLM00777,POL00777,CUST00777,2022-12-04,5331.82,Collision,Approved
CLM00778,POL00778,CUST00778,2023-06-18,17263.12,Collision,Rejected
CLM00779,POL00779,CUST00779,2022-10-26,7599.22,Collision,Approved
CLM00780,POL00780,CUST00780,2022-09-07,16810.81,Fire,Pending
CLM00781,POL00781,CUST00781,2022-05-15,6138.7,Collision,Pending
CLM00782,POL00782,CUST00782,2022-10-14,854.35,Collision,Rejected
CLM00783,POL00783,CUST00783,2023-01-01,7084.33,Theft,Rejected
CLM00784,POL00784,CUST00784,2023-12-04,9536.99,Fire,Rejected
CLM00785,POL00785,CUST00785,2022-04-17,17926.5,Theft,Rejected
CLM00786,POL00786,CUST00786,2022-12-07,3660.11,Theft,Approved
CLM00787,POL00787,CUST00787,2023-11-06,3779.7,Theft,Approved
CLM00788,POL00788,CUST00788,2023-02-13,7043.49,Fire,Pending
CLM00789,POL00789,CUST00789,2022-10-05,18890.53,Theft,Rejected
CLM00790,POL00790,CUST00790,2022-12-24,4914.59,Theft,Rejected
CLM00791,POL00791,CUST00791,2022-06-02,4835.16,Collision,Pending
CLM00792,POL00792,CUST00792,2023-06-05,1803.26,Collision,Approved
CLM00793,POL00793,CUST00793,2022-08-11,12448.69,Fire,Approved
CLM00794,POL00794,CUST00794,2023-09-08,19387.22,Vandalism,Rejected
CLM00795,POL00795,CUST00795,2023-11-13,4596.73,Theft,Rejected
CLM00796,POL00796,CUST00796,2023-02-16,16694.83,Theft,Approved
CLM00797,POL00797,CUST00797,2022-03-21,17977.2,Collision,Approved
CLM00798,POL00798,CUST00798,2023-03-07,16353.67,Collision,Pending
CLM00799,POL00799,CUST00799,2023-07-17,12107.16,Theft,Approved
CLM00800,POL00800,CUST00800,2023-07-20,7286.79,Fire,Rejected
CLM00801,POL00801,CUST00801,2023-03-21,5019.48,Collision,Rejected
CLM00802,POL00802,CUST00802,2022-12-11,16080.38,Theft,Approved
CLM00803,POL00803,CUST00803,2022-06-04,9395.97,Theft,Approved
CLM00804,POL00804,CUST00804,2022-12-01,13131.64,Collision,Rejected
CLM00805,POL00805,CUST00805,2023-04-15,12874.68,Fire,Pending
CLM00806,POL00806,CUST00806,2022-07-02,15707.57,Fire,Approved
CLM00807,POL00807,CUST00807,2023-01-05,17692.51,Collision,Approved
CLM00808,POL00808,CUST00808,2022-03-13,17478.04,Fire,Approved
CLM00809,POL00809,CUST00809,2022-05-30,3421.5,Collision,Pending
CLM00810,POL00810,CUST00810,2022-03-23,19526.81,Theft,Approved
CLM00811,POL00811,CUST00811,2022-03-29,8919.42,Collision,Pending
CLM00812,POL00812,CUST00812,2023-08-22,17741.27,Fire,Rejected
CLM00813,POL00813,CUST00813,2022-08-05,15049.73,Theft,Rejected
CLM00814,POL00814,CUST00814,2022-11-26,14512.65,Fire,Pending
CLM00815,POL00815,CUST00815,2023-12-15,13411.05,Theft,Pending
CLM00816,POL00816,CUST00816,2022-09-30,12029.21,Fire,Rejected
CLM00817,POL00817,CUST00817,2023-06-24,3572.89,Fire,Pending
CLM00818,POL00818,CUST00818,2022-04-24,17300.02,Vandalism,Pending
CLM00819,POL00819,CUST00819,2022-06-06,3711.59,Collision,Pending
CLM00820,POL00820,CUST00820,2022-10-01,18879.6,Collision,Rejected
CLM00821,POL00821,CUST00821,2023-03-21,11774.27,Theft,Pending
CLM00822,POL00822,CUST00822,2023-11-22,6905.18,Fire,Pending
CLM00823,POL00823,CUST00823,2022-07-13,14484.79,Vandalism,Rejected
CLM00824,POL00824,CUST00824,2022-02-20,1034.14,Fire,Approved
CLM00825,POL00825,CUST00825,2022-08-23,2048.41,Theft,Approved
CLM00826,POL00826,CUST00826,2023-04-24,1400.81,Fire,Approved
CLM00827,POL00827,CUST00827,2023-02-14,419.97,Collision,Rejected
CLM00828,POL00828,CUST00828,2022-05-11,11715.83,Collision,Rejected
CLM00829,POL00829,CUST00829,2022-10-07,13863.65,Vandalism,Rejected
CLM00830,POL00830,CUST00830,2022-02-07,15076.57,Vandalism,Rejected
CLM00831,POL00831,CUST00831,2022-02-03,5834.5,Fire,Pending
CLM00832,POL00832,CUST00832,2022-07-10,6070.81,Fire,Pending
CLM00833,POL00833,CUST00833,2022-11-01,8571.9,Fire,Approved
CLM00834,POL00834,CUST00834,2023-12-10,17692.76,Vandalism,Pending
CLM00835,POL00835,CUST00835,2023-03-14,8144.16,Fire,Approved
CLM00836,POL00836,CUST00836,2022-12-17,5370.78,Fire,Pending
CLM00837,POL00837,CUST00837,2022-11-19,8682.23,Theft,Approved
CLM00838,POL00838,CUST00838,2023-08-18,11532.39,Theft,Pending
CLM00839,POL00839,CUST00839,2023-01-15,9815.39,Collision,Pending
CLM00840,POL00840,CUST00840,2023-12-08,230.89,Theft,Approved
CLM00841,POL00841,CUST00841,2023-12-06,19359.15,Theft,Rejected
CLM00842,POL00842,CUST00842,2023-07-25,10992.47,Fire,Pending
CLM00843,POL00843,CUST00843,2022-03-14,15257.71,Theft,Pending
CLM00844,POL00844,CUST00844,2023-11-16,18456.19,Theft,Pending
CLM00845,POL00845,CUST00845,2023-04-15,111.03,Theft,Pending
CLM00846,POL00846,CUST00846,2023-04-17,9013.48,Vandalism,Approved
CLM00847,POL00847,CUST00847,2022-01-09,17627.56,Theft,Approved
CLM00848,POL00848,CUST00848,2022-12-06,1786.51,Fire,Rejected
CLM00849,POL00849,CUST00849,2022-04-30,1881.37,Collision,Approved
CLM00850,POL00850,CUST00850,2022-04-25,2266.6,Fire,Pending
CLM00851,POL00851,CUST00851,2022-09-12,2886.78,Collision,Approved
CLM00852,POL00852,CUST00852,2022-04-09,19132.63,Vandalism,Rejected
CLM00853,POL00853,CUST00853,2023-02-19,11120.86,Collision,Pending
CLM00854,POL00854,CUST00854,2022-08-14,7912.53,Fire,Pending
CLM00855,POL00855,CUST00855,2022-12-25,2736.2,Vandalism,Approved
CLM00856,POL00856,CUST00856,2023-01-18,14459.96,Vandalism,Pending
CLM00857,POL00857,CUST00857,2023-02-07,14640.71,Vandalism,Approved
CLM00858,POL00858,CUST00858,2023-05-25,12862.78,Vandalism,Pending
CLM00859,POL00859,CUST00859,2022-11-12,17757.95,Fire,Pending
CLM00860,POL00860,CUST00860,2022-02-24,1245.94,Collision,Approved
CLM00861,POL00861,CUST00861,2023-08-11,6722.81,Vandalism,Rejected
CLM00862,POL00862,CUST00862,2023-08-08,16536.87,Collision,Pending
CLM00863,POL00863,CUST00863,2023-11-14,16121.39,Collision,Rejected
CLM00864,POL00864,CUST00864,2022-05-25,1438.26,Fire,Approved
CLM00865,POL00865,CUST00865,2023-03-08,12987.1,Collision,Approved
CLM00866,POL00866,CUST00866,2022-04-01,10601.48,Fire,Rejected
CLM00867,POL00867,CUST00867,2022-01-08,15766.96,Fire,Pending
CLM00868,POL00868,CUST00868,2022-02-19,5008.63,Fire,Rejected
CLM00869,POL00869,CUST00869,2022-05-31,14899.97,Collision,Approved
CLM00870,POL00870,CUST00870,2023-11-21,4430.44,Collision,Rejected
CLM00871,POL00871,CUST00871,2023-06-14,10668.12,Theft,Approved
CLM00872,POL00872,CUST00872,2022-02-15,3744.47,Theft,Pending
CLM00873,POL00873,CUST00873,2023-03-07,4781.74,Fire,Pending
CLM00874,POL00874,CUST00874,2023-10-11,8624.9,Vandalism,Rejected
CLM00875,POL00875,CUST00875,2023-06-12,6543.98,Vandalism,Approved
CLM00876,POL00876,CUST00876,2023-12-31,1478.88,Collision,Rejected
CLM00877,POL00877,CUST00877,2022-05-08,10886.67,Vandalism,Rejected
CLM00878,POL00878,CUST00878,2022-06-20,421.31,Vandalism,Pending
CLM00879,POL00879,CUST00879,2022-04-06,15034.35,Theft,Approved
CLM00880,POL00880,CUST00880,2022-08-27,11523.94,Fire,Approved
CLM00881,POL00881,CUST00881,2022-04-13,3916.6,Theft,Rejected
CLM00882,POL00882,CUST00882,2022-12-23,9145.46,Theft,Rejected
CLM00883,POL00883,CUST00883,2022-11-04,17916.47,Fire,Approved
CLM00884,POL00884,CUST00884,2023-07-19,11556.0,Vandalism,Rejected
CLM00885,POL00885,CUST00885,2022-11-19,2426.86,Collision,Approved
CLM00886,POL00886,CUST00886,2022-08-06,15259.46,Vandalism,Rejected
CLM00887,POL00887,CUST00887,2023-03-11,723.43,Fire,Approved
CLM00888,POL00888,CUST00888,2022-12-16,10059.66,Vandalism,Rejected
CLM00889,POL00889,CUST00889,2023-02-08,18019.02,Theft,Rejected
CLM00890,POL00890,CUST00890,2024-01-01,16670.08,Theft,Rejected
CLM00891,POL00891,CUST00891,2022-12-05,6299.97,Theft,Rejected
CLM00892,POL00892,CUST00892,2023-09-28,15542.82,Collision,Approved
CLM00893,POL00893,CUST00893,2023-01-18,15710.54,Theft,Rejected
CLM00894,POL00894,CUST00894,2023-10-18,16257.8,Vandalism,Approved
CLM00895,POL00895,CUST00895,2023-06-26,16344.59,Theft,Rejected
CLM00896,POL00896,CUST00896,2022-11-24,17894.63,Collision,Approved
CLM00897,POL00897,CUST00897,2023-11-07,13162.08,Theft,Pending
CLM00898,POL00898,CUST00898,2023-02-17,4232.26,Collision,Rejected
CLM00899,POL00899,CUST00899,2022-03-01,7343.58,Theft,Rejected
CLM00900,POL00900,CUST00900,2023-01-11,18102.96,Vandalism,Rejected
CLM00901,POL00901,CUST00901,2023-08-07,8744.0,Theft,Rejected
CLM00902,POL00902,CUST00902,2023-10-06,9165.88,Fire,Pending
CLM00903,POL00903,CUST00903,2023-03-17,17495.24,Fire,Pending
CLM00904,POL00904,CUST00904,2023-01-23,13012.02,Collision,Approved
CLM00905,POL00905,CUST00905,2023-07-12,10490.69,Theft,Pending
CLM00906,POL00906,CUST00906,2022-02-14,5355.44,Theft,Rejected
CLM00907,POL00907,CUST00907,2023-08-17,16020.7,Theft,Approved
CLM00908,POL00908,CUST00908,2022-12-18,19012.13,Theft,Approved
CLM00909,POL00909,CUST00909,2023-08-19,14810.79,Fire,Pending
CLM00910,POL00910,CUST00910,2023-04-25,2883.05,Fire,Rejected
CLM00911,POL00911,CUST00911,2023-03-24,14096.29,Theft,Pending
CLM00912,POL00912,CUST00912,2023-02-02,12960.09,Collision,Pending
CLM00913,POL00913,CUST00913,2022-08-19,16019.54,Fire,Pending
CLM00914,POL00914,CUST00914,2023-02-20,2675.96,Collision,Pending
CLM00915,POL00915,CUST00915,2023-11-27,17082.83,Vandalism,Rejected
CLM00916,POL00916,CUST00916,2023-01-13,15594.77,Theft,Rejected
CLM00917,POL00917,CUST00917,2022-04-27,19338.72,Fire,Approved
CLM00918,POL00918,CUST00918,2023-10-28,6384.32,Collision,Rejected
CLM00919,POL00919,CUST00919,2023-03-17,7512.16,Vandalism,Rejected
CLM00920,POL00920,CUST00920,2022-02-13,19662.59,Collision,Approved
CLM00921,POL00921,CUST00921,2023-05-29,11626.78,Theft,Approved
CLM00922,POL00922,CUST00922,2023-03-11,14352.58,Theft,Approved
CLM00923,POL00923,CUST00923,2022-06-16,14845.52,Theft,Rejected
CLM00924,POL00924,CUST00924,2023-08-18,5354.11,Theft,Rejected
CLM00925,POL00925,CUST00925,2023-03-05,19096.52,Theft,Rejected
CLM00926,POL00926,CUST00926,2022-06-04,14160.62,Vandalism,Rejected
CLM00927,POL00927,CUST00927,2022-05-09,13474.43,Collision,Rejected
CLM00928,POL00928,CUST00928,2022-01-02,1726.14,Theft,Pending
CLM00929,POL00929,CUST00929,2023-04-27,1126.2,Theft,Approved
CLM00930,POL00930,CUST00930,2022-05-24,13894.77,Theft,Approved
CLM00931,POL00931,CUST00931,2022-11-13,7229.83,Fire,Pending
CLM00932,POL00932,CUST00932,2023-05-10,12856.79,Theft,Approved
CLM00933,POL00933,CUST00933,2023-01-29,10042.58,Theft,Pending
CLM00934,POL00934,CUST00934,2022-06-18,12554.88,Collision,Approved
CLM00935,POL00935,CUST00935,2023-11-27,9951.99,Fire,Pending
CLM00936,POL00936,CUST00936,2023-02-24,12063.24,Fire,Pending
CLM00937,POL00937,CUST00937,2023-05-03,16730.5,Collision,Rejected
CLM00938,POL00938,CUST00938,2022-03-19,19079.07,Fire,Rejected
CLM00939,POL00939,CUST00939,2022-04-16,9841.1,Collision,Pending
CLM00940,POL00940,CUST00940,2023-06-20,19938.24,Fire,Rejected
CLM00941,POL00941,CUST00941,2023-04-28,15811.24,Vandalism,Pending
CLM00942,POL00942,CUST00942,2022-01-02,4693.34,Vandalism,Approved
CLM00943,POL00943,CUST00943,2022-03-17,6373.5,Theft,Approved
CLM00944,POL00944,CUST00944,2022-11-20,17655.88,Collision,Rejected
CLM00945,POL00945,CUST00945,2023-02-15,6834.8,Theft,Pending
CLM00946,POL00946,CUST00946,2022-06-20,14733.61,Theft,Approved
CLM00947,POL00947,CUST00947,2022-05-01,15104.75,Theft,Approved
CLM00948,POL00948,CUST00948,2022-04-20,12119.58,Fire,Rejected
CLM00949,POL00949,CUST00949,2022-12-13,6064.39,Vandalism,Approved
CLM00950,POL00950,CUST00950,2022-12-24,17551.11,Vandalism,Rejected
CLM00951,POL00951,CUST00951,2022-08-14,16460.43,Theft,Pending
CLM00952,POL00952,CUST00952,2022-07-13,1559.51,Vandalism,Pending
CLM00953,POL00953,CUST00953,2022-02-24,8145.0,Fire,Pending
CLM00954,POL00954,CUST00954,2023-09-03,12193.55,Fire,Rejected
CLM00955,POL00955,CUST00955,2023-10-14,207.91,Collision,Rejected
CLM00956,POL00956,CUST00956,2022-09-26,14852.83,Vandalism,Pending
CLM00957,POL00957,CUST00957,2022-10-14,11156.83,Fire,Pending
CLM00958,POL00958,CUST00958,2022-11-12,4186.5,Collision,Pending
CLM00959,POL00959,CUST00959,2023-05-18,1813.19,Fire,Approved
CLM00960,POL00960,CUST00960,2022-07-01,17354.85,Collision,Pending
CLM00961,POL00961,CUST00961,2023-11-08,14709.55,Vandalism,Pending
CLM00962,POL00962,CUST00962,2023-12-14,16664.19,Collision,Rejected
CLM00963,POL00963,CUST00963,2022-06-11,9292.21,Vandalism,Rejected
CLM00964,POL00964,CUST00964,2023-06-07,10121.11,Collision,Pending
CLM00965,POL00965,CUST00965,2022-11-06,2431.92,Theft,Approved
CLM00966,POL00966,CUST00966,2022-06-13,4753.93,Collision,Approved
CLM00967,POL00967,CUST00967,2022-07-03,7104.88,Vandalism,Rejected
CLM00968,POL00968,CUST00968,2022-10-30,2342.17,Collision,Approved
CLM00969,POL00969,CUST00969,2022-12-10,2627.5,Collision,Pending
CLM00970,POL00970,CUST00970,2023-02-15,17180.75,Fire,Rejected
CLM00971,POL00971,CUST00971,2023-12-18,13246.85,Theft,Rejected
CLM00972,POL00972,CUST00972,2023-08-01,4216.69,Vandalism,Rejected
CLM00973,POL00973,CUST00973,2023-10-21,14433.73,Vandalism,Rejected
CLM00974,POL00974,CUST00974,2022-03-26,9450.91,Theft,Pending
CLM00975,POL00975,CUST00975,2022-03-16,11750.54,Theft,Pending
CLM00976,POL00976,CUST00976,2023-04-17,2649.84,Vandalism,Rejected
CLM00977,POL00977,CUST00977,2022-07-09,18083.84,Theft,Rejected
CLM00978,POL00978,CUST00978,2022-08-02,15874.82,Theft,Approved
CLM00979,POL00979,CUST00979,2022-06-29,327.24,Vandalism,Pending
CLM00980,POL00980,CUST00980,2022-02-05,5782.17,Collision,Rejected
CLM00981,POL00981,CUST00981,2023-05-07,16032.85,Theft,Rejected
CLM00982,POL00982,CUST00982,2023-06-10,15995.02,Theft,Rejected
CLM00983,POL00983,CUST00983,2023-01-31,12537.04,Collision,Approved
CLM00984,POL00984,CUST00984,2022-06-19,6653.18,Fire,Approved
CLM00985,POL00985,CUST00985,2023-07-21,5558.84,Fire,Approved
CLM00986,POL00986,CUST00986,2023-07-05,9918.32,Collision,Pending
CLM00987,POL00987,CUST00987,2023-07-01,16402.64,Collision,Approved
CLM00988,POL00988,CUST00988,2023-05-18,15539.11,Vandalism,Approved
CLM00989,POL00989,CUST00989,2023-09-07,3263.42,Vandalism,Pending
CLM00990,POL00990,CUST00990,2022-04-04,5189.77,Vandalism,Approved
CLM00991,POL00991,CUST00991,2022-04-03,15535.63,Fire,Approved
CLM00992,POL00992,CUST00992,2023-05-07,9564.13,Fire,Pending
CLM00993,POL00993,CUST00993,2022-04-05,10574.87,Fire,Pending
CLM00994,POL00994,CUST00994,2023-07-12,4073.11,Fire,Pending
CLM00995,POL00995,CUST00995,2022-09-29,19346.01,Collision,Approved
CLM00996,POL00996,CUST00996,2023-04-01,7717.31,Vandalism,Rejected
CLM00997,POL00997,CUST00997,2022-01-01,3229.91,Collision,Approved
CLM00998,POL00998,CUST00998,2023-06-29,16656.19,Collision,Approved
CLM00999,POL00999,CUST00999,2023-09-28,8050.08,Fire,Rejected
CLM01000,POL01000,CUST01000,2023-04-07,5562.35,Theft,Pending
