policy_id,customer_id,policy_number,policy_type,start_date,end_date,premium_amount,status
POL00682,CUST00682,PN00682,Auto,2020-12-15,2021-12-15,1641.0,Active
POL00683,CUST00683,PN00683,Auto,2022-11-28,2023-11-28,926.26,Active
POL00684,CUST00684,PN00684,Life,2021-04-28,2022-04-28,1821.34,Active
POL00685,CUST00685,PN00685,Health,2020-01-18,2021-01-17,1943.41,Active
POL00686,CUST00686,PN00686,Home,2021-11-26,2022-11-26,1768.5,Active
POL00687,CUST00687,PN00687,Auto,2020-02-26,2021-02-25,1264.26,Active
POL00688,CUST00688,PN00688,Auto,2020-12-29,2021-12-29,1297.1,Active
POL00689,CUST00689,PN00689,Life,2021-12-16,2022-12-16,966.28,Active
POL00690,CUST00690,PN00690,Health,2021-06-07,2022-06-07,1853.13,Active
POL00691,CUST00691,PN00691,Health,2021-11-12,2022-11-12,969.77,Active
POL00692,CUST00692,PN00692,Life,2021-11-28,2022-11-28,1951.82,Active
POL00693,CUST00693,PN00693,Auto,2022-05-04,2023-05-04,593.01,Active
POL00694,CUST00694,PN00694,Auto,2021-04-16,2022-04-16,322.05,Active
POL00695,CUST00695,PN00695,Home,2020-10-23,2021-10-23,587.78,Active
POL00696,CUST00696,PN00696,Health,2020-03-10,2021-03-10,638.66,Active
POL00697,CUST00697,PN00697,Life,2021-10-30,2022-10-30,653.34,Active
POL00698,CUST00698,PN00698,Auto,2020-07-30,2021-07-30,1412.81,Active
POL00699,CUST00699,PN00699,Life,2021-11-25,2022-11-25,475.98,Active
POL00700,CUST00700,PN00700,Health,2020-06-04,2021-06-04,1284.3,Active
POL00701,CUST00701,PN00701,Health,2022-08-23,2023-08-23,1376.8,Active
POL00702,CUST00702,PN00702,Life,2021-01-13,2022-01-13,924.34,Active
POL00703,CUST00703,PN00703,Life,2021-03-31,2022-03-31,1315.34,Active
POL00704,CUST00704,PN00704,Home,2021-09-24,2022-09-24,1160.29,Active
POL00705,CUST00705,PN00705,Health,2022-08-07,2023-08-07,1797.5,Active
POL00706,CUST00706,PN00706,Auto,2020-04-09,2021-04-09,1838.31,Active
POL00707,CUST00707,PN00707,Health,2022-10-29,2023-10-29,1753.89,Active
POL00708,CUST00708,PN00708,Auto,2022-04-26,2023-04-26,1863.93,Active
POL00709,CUST00709,PN00709,Health,2022-10-12,2023-10-12,1639.89,Active
POL00710,CUST00710,PN00710,Auto,2022-05-05,2023-05-05,1216.25,Active
POL00711,CUST00711,PN00711,Home,2021-11-27,2022-11-27,841.57,Active
POL00712,CUST00712,PN00712,Home,2022-09-01,2023-09-01,532.96,Active
POL00713,CUST00713,PN00713,Health,2022-01-14,2023-01-14,1997.0,Active
POL00714,CUST00714,PN00714,Home,2021-07-22,2022-07-22,805.45,Active
POL00715,CUST00715,PN00715,Auto,2021-08-02,2022-08-02,1078.63,Active
POL00716,CUST00716,PN00716,Auto,2022-07-31,2023-07-31,657.75,Active
POL00717,CUST00717,PN00717,Life,2022-10-06,2023-10-06,869.86,Active
POL00718,CUST00718,PN00718,Home,2021-12-24,2022-12-24,862.81,Active
POL00719,CUST00719,PN00719,Life,2021-06-25,2022-06-25,1925.62,Active
POL00720,CUST00720,PN00720,Health,2020-01-13,2021-01-12,1614.16,Active
POL00721,CUST00721,PN00721,Health,2021-12-30,2022-12-30,1800.18,Active
POL00722,CUST00722,PN00722,Home,2020-11-23,2021-11-23,1357.42,Active
POL00723,CUST00723,PN00723,Life,2022-06-22,2023-06-22,667.64,Active
POL00724,CUST00724,PN00724,Home,2022-03-05,2023-03-05,1796.17,Active
POL00725,CUST00725,PN00725,Health,2021-07-17,2022-07-17,1802.66,Active
POL00726,CUST00726,PN00726,Auto,2020-04-21,2021-04-21,1206.22,Active
POL00727,CUST00727,PN00727,Auto,2022-08-23,2023-08-23,344.17,Active
POL00728,CUST00728,PN00728,Auto,2020-03-10,2021-03-10,1765.24,Active
POL00729,CUST00729,PN00729,Home,2022-07-18,2023-07-18,1114.69,Active
POL00730,CUST00730,PN00730,Health,2020-04-04,2021-04-04,577.1,Active
POL00731,CUST00731,PN00731,Life,2022-10-28,2023-10-28,876.75,Active
POL00732,CUST00732,PN00732,Home,2022-01-19,2023-01-19,1192.13,Active
POL00733,CUST00733,PN00733,Home,2020-05-19,2021-05-19,953.92,Active
POL00734,CUST00734,PN00734,Home,2022-02-17,2023-02-17,549.13,Active
POL00735,CUST00735,PN00735,Home,2022-04-26,2023-04-26,1543.5,Active
POL00736,CUST00736,PN00736,Life,2022-06-26,2023-06-26,811.25,Active
POL00737,CUST00737,PN00737,Life,2021-08-05,2022-08-05,815.35,Active
POL00738,CUST00738,PN00738,Life,2020-07-26,2021-07-26,1153.61,Active
POL00739,CUST00739,PN00739,Life,2020-09-19,2021-09-19,1894.25,Active
POL00740,CUST00740,PN00740,Auto,2022-05-15,2023-05-15,1188.48,Active
POL00741,CUST00741,PN00741,Life,2022-08-22,2023-08-22,666.21,Active
POL00742,CUST00742,PN00742,Health,2022-07-03,2023-07-03,359.46,Active
POL00743,CUST00743,PN00743,Health,2021-05-31,2022-05-31,1779.3,Active
POL00744,CUST00744,PN00744,Home,2022-05-11,2023-05-11,889.8,Active
POL00745,CUST00745,PN00745,Life,2021-06-03,2022-06-03,1380.52,Active
POL00746,CUST00746,PN00746,Health,2022-10-10,2023-10-10,1430.66,Active
POL00747,CUST00747,PN00747,Life,2020-04-18,2021-04-18,1964.01,Active
POL00748,CUST00748,PN00748,Auto,2022-10-06,2023-10-06,554.78,Active
POL00749,CUST00749,PN00749,Life,2021-02-12,2022-02-12,681.27,Active
POL00750,CUST00750,PN00750,Auto,2020-03-17,2021-03-17,527.47,Active
POL00751,CUST00751,PN00751,Life,2021-07-02,2022-07-02,1837.65,Active
POL00752,CUST00752,PN00752,Health,2020-05-12,2021-05-12,1130.21,Active
POL00753,CUST00753,PN00753,Life,2022-11-15,2023-11-15,757.84,Active
POL00754,CUST00754,PN00754,Auto,2022-02-06,2023-02-06,1727.07,Active
POL00755,CUST00755,PN00755,Health,2021-03-18,2022-03-18,1123.76,Active
POL00756,CUST00756,PN00756,Home,2020-07-06,2021-07-06,905.13,Active
POL00757,CUST00757,PN00757,Health,2020-04-06,2021-04-06,1370.29,Active
POL00758,CUST00758,PN00758,Life,2021-03-01,2022-03-01,667.45,Active
POL00759,CUST00759,PN00759,Auto,2020-10-08,2021-10-08,678.56,Active
POL00760,CUST00760,PN00760,Life,2021-05-01,2022-05-01,1787.51,Active
POL00761,CUST00761,PN00761,Life,2021-06-14,2022-06-14,942.08,Active
POL00762,CUST00762,PN00762,Life,2020-04-16,2021-04-16,1540.32,Active
POL00763,CUST00763,PN00763,Auto,2021-05-14,2022-05-14,1316.61,Active
POL00764,CUST00764,PN00764,Health,2022-08-07,2023-08-07,1601.91,Active
POL00765,CUST00765,PN00765,Home,2020-07-22,2021-07-22,1357.14,Active
POL00766,CUST00766,PN00766,Auto,2022-08-25,2023-08-25,555.71,Active
POL00767,CUST00767,PN00767,Life,2022-06-15,2023-06-15,535.64,Active
POL00768,CUST00768,PN00768,Life,2021-06-04,2022-06-04,460.73,Active
POL00769,CUST00769,PN00769,Home,2021-10-29,2022-10-29,1561.37,Active
POL00770,CUST00770,PN00770,Health,2020-03-21,2021-03-21,581.04,Active
POL00771,CUST00771,PN00771,Health,2020-01-07,2021-01-06,1029.42,Active
POL00772,CUST00772,PN00772,Home,2020-05-24,2021-05-24,1714.92,Active
POL00773,CUST00773,PN00773,Auto,2022-10-13,2023-10-13,1354.58,Active
POL00774,CUST00774,PN00774,Health,2020-07-30,2021-07-30,1827.55,Active
POL00775,CUST00775,PN00775,Life,2022-09-02,2023-09-02,806.88,Active
POL00776,CUST00776,PN00776,Auto,2021-09-14,2022-09-14,616.66,Active
POL00777,CUST00777,PN00777,Life,2020-12-16,2021-12-16,622.5,Active
POL00778,CUST00778,PN00778,Home,2022-06-30,2023-06-30,615.53,Active
POL00779,CUST00779,PN00779,Home,2022-02-12,2023-02-12,940.16,Active
POL00780,CUST00780,PN00780,Life,2021-04-19,2022-04-19,1683.43,Active
POL00781,CUST00781,PN00781,Life,2022-09-01,2023-09-01,1048.16,Active
POL00782,CUST00782,PN00782,Home,2021-08-01,2022-08-01,616.71,Active
POL00783,CUST00783,PN00783,Auto,2022-12-03,2023-12-03,1473.26,Active
POL00784,CUST00784,PN00784,Life,2021-09-22,2022-09-22,1006.26,Active
POL00785,CUST00785,PN00785,Home,2020-06-09,2021-06-09,1125.36,Active
POL00786,CUST00786,PN00786,Health,2022-11-21,2023-11-21,1409.6,Active
POL00787,CUST00787,PN00787,Health,2021-03-08,2022-03-08,1334.37,Active
POL00788,CUST00788,PN00788,Life,2020-04-28,2021-04-28,1996.05,Active
POL00789,CUST00789,PN00789,Health,2021-09-12,2022-09-12,527.55,Active
POL00790,CUST00790,PN00790,Auto,2020-05-09,2021-05-09,455.54,Active
POL00791,CUST00791,PN00791,Auto,2020-01-07,2021-01-06,1440.34,Active
POL00792,CUST00792,PN00792,Health,2022-12-25,2023-12-25,1132.32,Active
POL00793,CUST00793,PN00793,Home,2021-06-22,2022-06-22,1040.25,Active
POL00794,CUST00794,PN00794,Life,2022-04-17,2023-04-17,1930.74,Active
POL00795,CUST00795,PN00795,Auto,2020-02-24,2021-02-23,870.38,Active
POL00796,CUST00796,PN00796,Auto,2020-08-20,2021-08-20,1050.39,Active
POL00797,CUST00797,PN00797,Life,2021-09-02,2022-09-02,1093.1,Active
POL00798,CUST00798,PN00798,Life,2021-07-20,2022-07-20,1042.23,Active
POL00799,CUST00799,PN00799,Life,2021-03-18,2022-03-18,1020.3,Active
POL00800,CUST00800,PN00800,Home,2020-09-23,2021-09-23,1335.17,Active
POL00801,CUST00801,PN00801,Auto,2022-03-25,2023-03-25,325.33,Active
POL00802,CUST00802,PN00802,Home,2020-12-25,2021-12-25,406.64,Active
POL00803,CUST00803,PN00803,Health,2022-05-07,2023-05-07,1749.23,Active
POL00804,CUST00804,PN00804,Home,2021-10-05,2022-10-05,774.38,Active
POL00805,CUST00805,PN00805,Auto,2020-04-01,2021-04-01,712.81,Active
POL00806,CUST00806,PN00806,Life,2020-02-02,2021-02-01,1188.95,Active
POL00807,CUST00807,PN00807,Health,2021-04-26,2022-04-26,1628.56,Active
POL00808,CUST00808,PN00808,Home,2021-06-09,2022-06-09,1849.42,Active
POL00809,CUST00809,PN00809,Health,2020-09-24,2021-09-24,871.35,Active
POL00810,CUST00810,PN00810,Life,2022-06-20,2023-06-20,709.93,Active
POL00811,CUST00811,PN00811,Health,2022-06-14,2023-06-14,477.86,Active
POL00812,CUST00812,PN00812,Life,2021-09-12,2022-09-12,533.72,Active
POL00813,CUST00813,PN00813,Life,2022-09-24,2023-09-24,866.08,Active
POL00814,CUST00814,PN00814,Health,2020-09-19,2021-09-19,1222.77,Active
POL00815,CUST00815,PN00815,Life,2021-05-31,2022-05-31,1048.74,Active
POL00816,CUST00816,PN00816,Auto,2022-05-31,2023-05-31,1533.53,Active
POL00817,CUST00817,PN00817,Auto,2022-11-08,2023-11-08,1872.0,Active
POL00818,CUST00818,PN00818,Home,2022-03-18,2023-03-18,1350.31,Active
POL00819,CUST00819,PN00819,Auto,2021-04-25,2022-04-25,326.66,Active
POL00820,CUST00820,PN00820,Auto,2020-01-09,2021-01-08,927.25,Active
POL00821,CUST00821,PN00821,Home,2020-03-02,2021-03-02,1512.01,Active
POL00822,CUST00822,PN00822,Auto,2020-04-26,2021-04-26,642.99,Active
POL00823,CUST00823,PN00823,Health,2020-03-10,2021-03-10,843.5,Active
POL00824,CUST00824,PN00824,Health,2020-10-07,2021-10-07,390.08,Active
POL00825,CUST00825,PN00825,Life,2020-03-05,2021-03-05,929.07,Active
POL00826,CUST00826,PN00826,Health,2020-04-13,2021-04-13,446.7,Active
POL00827,CUST00827,PN00827,Life,2022-08-06,2023-08-06,1423.49,Active
POL00828,CUST00828,PN00828,Home,2020-03-10,2021-03-10,1145.28,Active
POL00829,CUST00829,PN00829,Health,2020-02-07,2021-02-06,396.6,Active
POL00830,CUST00830,PN00830,Home,2020-06-15,2021-06-15,373.01,Active
POL00831,CUST00831,PN00831,Health,2020-10-27,2021-10-27,1391.82,Active
POL00832,CUST00832,PN00832,Auto,2020-06-04,2021-06-04,444.53,Active
POL00833,CUST00833,PN00833,Life,2021-04-10,2022-04-10,1480.34,Active
POL00834,CUST00834,PN00834,Auto,2022-03-03,2023-03-03,827.02,Active
POL00835,CUST00835,PN00835,Life,2021-05-11,2022-05-11,740.0,Active
POL00836,CUST00836,PN00836,Life,2022-05-05,2023-05-05,1502.57,Active
POL00837,CUST00837,PN00837,Life,2020-04-14,2021-04-14,304.9,Active
POL00838,CUST00838,PN00838,Auto,2021-05-21,2022-05-21,1648.93,Active
POL00839,CUST00839,PN00839,Life,2022-11-23,2023-11-23,477.77,Active
POL00840,CUST00840,PN00840,Home,2022-09-07,2023-09-07,639.03,Active
POL00841,CUST00841,PN00841,Life,2021-07-23,2022-07-23,1829.34,Active
POL00842,CUST00842,PN00842,Home,2022-03-03,2023-03-03,1096.87,Active
POL00843,CUST00843,PN00843,Health,2021-09-22,2022-09-22,1724.33,Active
POL00844,CUST00844,PN00844,Auto,2022-05-20,2023-05-20,424.7,Active
POL00845,CUST00845,PN00845,Home,2020-09-03,2021-09-03,1731.67,Active
POL00846,CUST00846,PN00846,Life,2022-11-12,2023-11-12,1346.01,Active
POL00847,CUST00847,PN00847,Life,2022-03-04,2023-03-04,1077.44,Active
POL00848,CUST00848,PN00848,Health,2022-04-22,2023-04-22,907.6,Active
POL00849,CUST00849,PN00849,Auto,2021-04-05,2022-04-05,1239.7,Active
POL00850,CUST00850,PN00850,Home,2020-05-14,2021-05-14,431.28,Active
POL00851,CUST00851,PN00851,Auto,2022-07-19,2023-07-19,1143.98,Active
POL00852,CUST00852,PN00852,Life,2022-09-28,2023-09-28,1952.96,Active
POL00853,CUST00853,PN00853,Auto,2021-10-20,2022-10-20,1220.71,Active
POL00854,CUST00854,PN00854,Life,2021-10-09,2022-10-09,741.27,Active
POL00855,CUST00855,PN00855,Home,2022-11-15,2023-11-15,859.77,Active
POL00856,CUST00856,PN00856,Life,2022-11-28,2023-11-28,1286.88,Active
POL00857,CUST00857,PN00857,Auto,2021-03-09,2022-03-09,500.73,Active
POL00858,CUST00858,PN00858,Auto,2022-11-10,2023-11-10,561.52,Active
POL00859,CUST00859,PN00859,Home,2022-03-16,2023-03-16,1187.25,Active
POL00860,CUST00860,PN00860,Auto,2020-03-29,2021-03-29,1033.89,Active
POL00861,CUST00861,PN00861,Life,2022-04-19,2023-04-19,1285.86,Active
POL00862,CUST00862,PN00862,Auto,2021-08-24,2022-08-24,883.79,Active
POL00863,CUST00863,PN00863,Home,2020-03-03,2021-03-03,1556.93,Active
POL00864,CUST00864,PN00864,Life,2020-04-22,2021-04-22,1434.32,Active
POL00865,CUST00865,PN00865,Home,2022-08-08,2023-08-08,1501.36,Active
POL00866,CUST00866,PN00866,Life,2020-05-17,2021-05-17,1487.66,Active
POL00867,CUST00867,PN00867,Life,2020-11-02,2021-11-02,1458.3,Active
POL00868,CUST00868,PN00868,Auto,2020-07-11,2021-07-11,1893.99,Active
POL00869,CUST00869,PN00869,Home,2020-09-05,2021-09-05,1725.24,Active
POL00870,CUST00870,PN00870,Auto,2022-12-22,2023-12-22,794.81,Active
POL00871,CUST00871,PN00871,Life,2020-01-10,2021-01-09,710.23,Active
POL00872,CUST00872,PN00872,Auto,2022-01-25,2023-01-25,496.79,Active
POL00873,CUST00873,PN00873,Life,2022-06-26,2023-06-26,778.12,Active
POL00874,CUST00874,PN00874,Auto,2020-10-28,2021-10-28,757.04,Active
POL00875,CUST00875,PN00875,Life,2022-02-12,2023-02-12,877.04,Active
POL00876,CUST00876,PN00876,Health,2020-03-02,2021-03-02,1711.69,Active
POL00877,CUST00877,PN00877,Health,2022-06-25,2023-06-25,974.79,Active
POL00878,CUST00878,PN00878,Life,2022-10-28,2023-10-28,594.69,Active
POL00879,CUST00879,PN00879,Auto,2022-10-26,2023-10-26,1454.39,Active
POL00880,CUST00880,PN00880,Auto,2020-08-06,2021-08-06,924.23,Active
POL00881,CUST00881,PN00881,Health,2020-06-02,2021-06-02,648.7,Active
POL00882,CUST00882,PN00882,Auto,2020-03-12,2021-03-12,905.72,Active
POL00883,CUST00883,PN00883,Auto,2021-10-18,2022-10-18,786.46,Active
POL00884,CUST00884,PN00884,Auto,2020-05-29,2021-05-29,786.73,Active
POL00885,CUST00885,PN00885,Life,2021-06-09,2022-06-09,909.22,Active
POL00886,CUST00886,PN00886,Life,2021-04-27,2022-04-27,938.2,Active
POL00887,CUST00887,PN00887,Life,2020-08-10,2021-08-10,1719.12,Active
POL00888,CUST00888,PN00888,Home,2022-05-06,2023-05-06,1245.87,Active
POL00889,CUST00889,PN00889,Home,2020-02-03,2021-02-02,1349.36,Active
POL00890,CUST00890,PN00890,Health,2020-06-24,2021-06-24,927.52,Active
POL00891,CUST00891,PN00891,Home,2020-02-10,2021-02-09,956.59,Active
POL00892,CUST00892,PN00892,Home,2020-07-10,2021-07-10,1224.36,Active
POL00893,CUST00893,PN00893,Health,2021-11-20,2022-11-20,1494.5,Active
POL00894,CUST00894,PN00894,Health,2020-05-04,2021-05-04,1238.26,Active
POL00895,CUST00895,PN00895,Auto,2021-06-11,2022-06-11,652.83,Active
POL00896,CUST00896,PN00896,Home,2020-01-13,2021-01-12,381.58,Active
POL00897,CUST00897,PN00897,Health,2021-08-15,2022-08-15,709.54,Active
POL00898,CUST00898,PN00898,Life,2021-09-14,2022-09-14,1320.1,Active
POL00899,CUST00899,PN00899,Health,2021-08-25,2022-08-25,981.11,Active
POL00900,CUST00900,PN00900,Auto,2020-12-15,2021-12-15,1474.64,Active
POL00901,CUST00901,PN00901,Auto,2022-02-04,2023-02-04,363.78,Active
POL00902,CUST00902,PN00902,Life,2022-04-20,2023-04-20,1976.53,Active
POL00903,CUST00903,PN00903,Life,2022-08-25,2023-08-25,1512.33,Active
POL00904,CUST00904,PN00904,Life,2021-11-14,2022-11-14,823.4,Active
POL00905,CUST00905,PN00905,Home,2021-12-24,2022-12-24,1569.97,Active
POL00906,CUST00906,PN00906,Auto,2021-12-11,2022-12-11,1568.53,Active
POL00907,CUST00907,PN00907,Home,2020-02-16,2021-02-15,1828.79,Active
POL00908,CUST00908,PN00908,Life,2022-03-17,2023-03-17,853.45,Active
POL00909,CUST00909,PN00909,Home,2020-02-06,2021-02-05,1110.14,Active
POL00910,CUST00910,PN00910,Home,2022-02-14,2023-02-14,326.72,Active
POL00911,CUST00911,PN00911,Health,2020-11-22,2021-11-22,1253.92,Active
POL00912,CUST00912,PN00912,Health,2022-10-02,2023-10-02,1556.97,Active
POL00913,CUST00913,PN00913,Auto,2022-10-13,2023-10-13,543.55,Active
POL00914,CUST00914,PN00914,Life,2022-01-20,2023-01-20,1601.73,Active
POL00915,CUST00915,PN00915,Health,2022-10-09,2023-10-09,380.3,Active
POL00916,CUST00916,PN00916,Home,2021-11-13,2022-11-13,413.55,Active
POL00917,CUST00917,PN00917,Home,2020-08-24,2021-08-24,882.34,Active
POL00918,CUST00918,PN00918,Home,2022-08-11,2023-08-11,361.26,Active
POL00919,CUST00919,PN00919,Health,2020-07-02,2021-07-02,1217.28,Active
POL00920,CUST00920,PN00920,Auto,2020-10-23,2021-10-23,1734.43,Active
POL00921,CUST00921,PN00921,Home,2022-04-01,2023-04-01,1068.8,Active
POL00922,CUST00922,PN00922,Auto,2020-01-24,2021-01-23,983.59,Active
POL00923,CUST00923,PN00923,Life,2020-05-04,2021-05-04,861.41,Active
POL00924,CUST00924,PN00924,Home,2022-03-14,2023-03-14,1791.44,Active
POL00925,CUST00925,PN00925,Health,2022-06-22,2023-06-22,922.02,Active
POL00926,CUST00926,PN00926,Home,2022-05-05,2023-05-05,388.26,Active
POL00927,CUST00927,PN00927,Home,2021-03-30,2022-03-30,1644.99,Active
POL00928,CUST00928,PN00928,Auto,2022-07-01,2023-07-01,763.72,Active
POL00929,CUST00929,PN00929,Life,2022-06-02,2023-06-02,1997.61,Active
POL00930,CUST00930,PN00930,Auto,2021-12-10,2022-12-10,1616.75,Active
POL00931,CUST00931,PN00931,Auto,2021-12-22,2022-12-22,687.6,Active
POL00932,CUST00932,PN00932,Auto,2021-11-01,2022-11-01,1384.16,Active
POL00933,CUST00933,PN00933,Auto,2020-05-11,2021-05-11,791.25,Active
POL00934,CUST00934,PN00934,Health,2022-05-08,2023-05-08,707.18,Active
POL00935,CUST00935,PN00935,Home,2021-09-11,2022-09-11,912.48,Active
POL00936,CUST00936,PN00936,Health,2021-07-24,2022-07-24,1287.1,Active
POL00937,CUST00937,PN00937,Health,2021-05-24,2022-05-24,1215.31,Active
POL00938,CUST00938,PN00938,Auto,2020-05-05,2021-05-05,581.33,Active
POL00939,CUST00939,PN00939,Home,2022-07-10,2023-07-10,1484.54,Active
POL00940,CUST00940,PN00940,Auto,2021-11-11,2022-11-11,780.81,Active
POL00941,CUST00941,PN00941,Life,2020-04-03,2021-04-03,1987.67,Active
POL00942,CUST00942,PN00942,Health,2020-05-05,2021-05-05,439.68,Active
POL00943,CUST00943,PN00943,Auto,2022-10-16,2023-10-16,1251.73,Active
POL00944,CUST00944,PN00944,Life,2020-02-29,2021-02-28,836.99,Active
POL00945,CUST00945,PN00945,Life,2022-07-25,2023-07-25,1907.88,Active
POL00946,CUST00946,PN00946,Health,2022-11-25,2023-11-25,1620.79,Active
POL00947,CUST00947,PN00947,Life,2020-05-28,2021-05-28,400.13,Active
POL00948,CUST00948,PN00948,Health,2022-01-26,2023-01-26,579.11,Active
POL00949,CUST00949,PN00949,Home,2020-06-03,2021-06-03,873.48,Active
POL00950,CUST00950,PN00950,Health,2020-03-28,2021-03-28,1239.52,Active
POL00951,CUST00951,PN00951,Home,2022-08-13,2023-08-13,1997.41,Active
POL00952,CUST00952,PN00952,Health,2022-07-11,2023-07-11,1268.61,Active
POL00953,CUST00953,PN00953,Home,2021-05-25,2022-05-25,1385.01,Active
POL00954,CUST00954,PN00954,Health,2021-06-09,2022-06-09,1613.13,Active
POL00955,CUST00955,PN00955,Health,2022-05-10,2023-05-10,1610.45,Active
POL00956,CUST00956,PN00956,Auto,2021-04-30,2022-04-30,640.3,Active
POL00957,CUST00957,PN00957,Health,2020-08-29,2021-08-29,1436.16,Active
POL00958,CUST00958,PN00958,Auto,2022-02-24,2023-02-24,1836.41,Active
POL00959,CUST00959,PN00959,Home,2022-03-13,2023-03-13,846.21,Active
POL00960,CUST00960,PN00960,Auto,2021-09-16,2022-09-16,866.41,Active
POL00961,CUST00961,PN00961,Auto,2020-10-07,2021-10-07,1877.21,Active
POL00962,CUST00962,PN00962,Auto,2022-04-30,2023-04-30,1577.59,Active
POL00963,CUST00963,PN00963,Life,2020-04-17,2021-04-17,1020.35,Active
POL00964,CUST00964,PN00964,Home,2022-07-19,2023-07-19,1375.7,Active
POL00965,CUST00965,PN00965,Auto,2020-10-27,2021-10-27,1020.29,Active
POL00966,CUST00966,PN00966,Health,2020-12-10,2021-12-10,1013.6,Active
POL00967,CUST00967,PN00967,Health,2022-12-19,2023-12-19,1574.58,Active
POL00968,CUST00968,PN00968,Auto,2022-01-12,2023-01-12,1978.3,Active
POL00969,CUST00969,PN00969,Life,2020-03-25,2021-03-25,509.14,Active
POL00970,CUST00970,PN00970,Life,2021-07-20,2022-07-20,527.83,Active
POL00971,CUST00971,PN00971,Health,2020-04-27,2021-04-27,1295.12,Active
POL00972,CUST00972,PN00972,Health,2020-04-07,2021-04-07,535.85,Active
POL00973,CUST00973,PN00973,Auto,2022-12-20,2023-12-20,547.77,Active
POL00974,CUST00974,PN00974,Health,2022-10-09,2023-10-09,816.77,Active
POL00975,CUST00975,PN00975,Health,2020-07-31,2021-07-31,1048.56,Active
POL00976,CUST00976,PN00976,Health,2022-05-12,2023-05-12,1816.28,Active
POL00977,CUST00977,PN00977,Health,2022-05-29,2023-05-29,760.55,Active
POL00978,CUST00978,PN00978,Home,2022-07-02,2023-07-02,376.87,Active
POL00979,CUST00979,PN00979,Health,2020-04-14,2021-04-14,1453.94,Active
POL00980,CUST00980,PN00980,Home,2022-09-18,2023-09-18,369.89,Active
POL00981,CUST00981,PN00981,Home,2022-10-28,2023-10-28,697.06,Active
POL00982,CUST00982,PN00982,Health,2021-10-10,2022-10-10,440.47,Active
POL00983,CUST00983,PN00983,Life,2020-10-16,2021-10-16,1475.08,Active
POL00984,CUST00984,PN00984,Auto,2020-12-30,2021-12-30,948.37,Active
POL00985,CUST00985,PN00985,Health,2021-11-14,2022-11-14,1660.2,Active
POL00986,CUST00986,PN00986,Home,2021-10-29,2022-10-29,558.53,Active
POL00987,CUST00987,PN00987,Auto,2022-11-26,2023-11-26,1749.6,Active
POL00988,CUST00988,PN00988,Health,2021-02-05,2022-02-05,446.28,Active
POL00989,CUST00989,PN00989,Health,2022-05-27,2023-05-27,1797.82,Active
POL00990,CUST00990,PN00990,Life,2020-12-26,2021-12-26,516.77,Active
POL00991,CUST00991,PN00991,Life,2020-05-19,2021-05-19,1587.5,Active
POL00992,CUST00992,PN00992,Health,2021-12-16,2022-12-16,1964.75,Active
POL00993,CUST00993,PN00993,Life,2022-07-30,2023-07-30,1614.07,Active
POL00994,CUST00994,PN00994,Home,2020-03-09,2021-03-09,1776.24,Active
POL00995,CUST00995,PN00995,Auto,2022-02-16,2023-02-16,506.65,Active
POL00996,CUST00996,PN00996,Auto,2022-11-02,2023-11-02,569.62,Active
POL00997,CUST00997,PN00997,Life,2022-04-22,2023-04-22,979.58,Active
POL00998,CUST00998,PN00998,Home,2022-02-12,2023-02-12,1304.66,Active
POL00999,CUST00999,PN00999,Home,2022-01-15,2023-01-15,1585.26,Active
POL01000,CUST01000,PN01000,Auto,2020-07-30,2021-07-30,1437.8,Active
