payment_id,policy_id,payment_date,amount,payment_method,transaction_id,status
PAY00744,POL00744,2022-06-27,1282.23,UPI,TXN00744,Success
PAY00745,POL00745,2022-07-13,945.89,Credit Card,TXN00745,Success
PAY00746,POL00746,2023-06-13,1070.37,Net Banking,TXN00746,Success
PAY00747,POL00747,2022-02-28,593.73,Bank Transfer,TXN00747,Success
PAY00748,POL00748,2023-04-28,1511.71,Bank Transfer,TXN00748,Success
PAY00749,POL00749,2023-01-30,1797.74,Debit Card,TXN00749,Success
PAY00750,POL00750,2023-02-27,351.49,Credit Card,TXN00750,Success
PAY00751,POL00751,2022-11-30,833.53,UPI,TXN00751,Success
PAY00752,POL00752,2022-09-24,408.92,Credit Card,TXN00752,Success
PAY00753,POL00753,2023-11-02,1463.05,Bank Transfer,TXN00753,Success
PAY00754,POL00754,2024-01-01,606.23,Credit Card,TXN00754,Success
PAY00755,POL00755,2023-08-30,1467.1,Debit Card,TXN00755,Success
PAY00756,POL00756,2023-08-22,1724.64,UPI,TXN00756,Success
PAY00757,POL00757,2022-02-26,973.65,Net Banking,TXN00757,Success
PAY00758,POL00758,2023-01-19,527.19,Net Banking,TXN00758,Success
PAY00759,POL00759,2022-10-10,1711.75,Bank Transfer,TXN00759,Success
PAY00760,POL00760,2023-05-01,1607.81,UPI,TXN00760,Success
PAY00761,POL00761,2022-02-13,899.04,Bank Transfer,TXN00761,Success
PAY00762,POL00762,2023-09-27,1314.65,UPI,TXN00762,Success
PAY00763,POL00763,2022-05-24,1024.02,UPI,TXN00763,Success
PAY00764,POL00764,2022-10-16,310.92,Credit Card,TXN00764,Success
PAY00765,POL00765,2022-04-04,125.66,Credit Card,TXN00765,Success
PAY00766,POL00766,2022-02-12,1398.11,UPI,TXN00766,Success
PAY00767,POL00767,2022-03-13,146.1,UPI,TXN00767,Success
PAY00768,POL00768,2023-06-30,1289.01,Net Banking,TXN00768,Success
PAY00769,POL00769,2022-09-11,713.77,Net Banking,TXN00769,Success
PAY00770,POL00770,2023-01-11,1155.19,Credit Card,TXN00770,Success
PAY00771,POL00771,2023-03-10,1955.38,Credit Card,TXN00771,Success
PAY00772,POL00772,2022-08-31,877.08,Credit Card,TXN00772,Success
PAY00773,POL00773,2023-07-04,113.92,UPI,TXN00773,Success
PAY00774,POL00774,2023-01-04,343.79,Credit Card,TXN00774,Success
PAY00775,POL00775,2022-07-30,532.84,Net Banking,TXN00775,Success
PAY00776,POL00776,2022-01-11,649.99,Bank Transfer,TXN00776,Success
PAY00777,POL00777,2022-10-24,1867.87,Credit Card,TXN00777,Success
PAY00778,POL00778,2022-12-21,551.76,Debit Card,TXN00778,Success
PAY00779,POL00779,2022-02-01,232.12,UPI,TXN00779,Success
PAY00780,POL00780,2022-09-15,1212.21,UPI,TXN00780,Success
PAY00781,POL00781,2023-05-25,302.33,Debit Card,TXN00781,Success
PAY00782,POL00782,2022-11-18,1529.66,Net Banking,TXN00782,Success
PAY00783,POL00783,2022-07-13,341.66,Credit Card,TXN00783,Success
PAY00784,POL00784,2022-02-25,1467.03,Debit Card,TXN00784,Success
PAY00785,POL00785,2023-08-20,1250.26,Bank Transfer,TXN00785,Success
PAY00786,POL00786,2022-08-21,1143.02,UPI,TXN00786,Success
PAY00787,POL00787,2023-01-17,379.64,Bank Transfer,TXN00787,Success
PAY00788,POL00788,2022-09-20,111.08,Net Banking,TXN00788,Success
PAY00789,POL00789,2022-04-09,819.28,Net Banking,TXN00789,Success
PAY00790,POL00790,2023-10-06,1201.69,Credit Card,TXN00790,Success
PAY00791,POL00791,2022-03-15,1749.77,Bank Transfer,TXN00791,Success
PAY00792,POL00792,2022-03-23,1795.2,Debit Card,TXN00792,Success
PAY00793,POL00793,2023-03-18,1771.24,Bank Transfer,TXN00793,Success
PAY00794,POL00794,2023-12-28,233.89,Debit Card,TXN00794,Success
PAY00795,POL00795,2023-09-10,855.82,UPI,TXN00795,Success
PAY00796,POL00796,2022-11-03,256.15,Bank Transfer,TXN00796,Success
PAY00797,POL00797,2022-07-25,441.9,Bank Transfer,TXN00797,Success
PAY00798,POL00798,2023-06-04,832.93,Bank Transfer,TXN00798,Success
PAY00799,POL00799,2023-01-15,648.94,UPI,TXN00799,Success
PAY00800,POL00800,2022-08-18,828.58,Debit Card,TXN00800,Success
PAY00801,POL00801,2023-12-20,1634.88,Debit Card,TXN00801,Success
PAY00802,POL00802,2023-05-13,1994.51,Bank Transfer,TXN00802,Success
PAY00803,POL00803,2022-07-04,126.85,UPI,TXN00803,Success
PAY00804,POL00804,2022-08-30,508.28,Bank Transfer,TXN00804,Success
PAY00805,POL00805,2023-10-14,367.53,UPI,TXN00805,Success
PAY00806,POL00806,2022-03-04,1101.99,Bank Transfer,TXN00806,Success
PAY00807,POL00807,2022-10-17,1373.39,Net Banking,TXN00807,Success
PAY00808,POL00808,2022-06-17,1220.03,Bank Transfer,TXN00808,Success
PAY00809,POL00809,2022-03-28,307.12,Debit Card,TXN00809,Success
PAY00810,POL00810,2023-03-17,1658.31,UPI,TXN00810,Success
PAY00811,POL00811,2022-10-11,1071.75,UPI,TXN00811,Success
PAY00812,POL00812,2023-05-17,1023.73,Net Banking,TXN00812,Success
PAY00813,POL00813,2023-12-22,992.49,UPI,TXN00813,Success
PAY00814,POL00814,2023-11-18,1178.45,Net Banking,TXN00814,Success
PAY00815,POL00815,2022-12-17,1131.15,Credit Card,TXN00815,Success
PAY00816,POL00816,2023-04-07,1313.53,Credit Card,TXN00816,Success
PAY00817,POL00817,2023-01-03,441.96,UPI,TXN00817,Success
PAY00818,POL00818,2022-02-26,428.41,UPI,TXN00818,Success
PAY00819,POL00819,2023-11-16,789.34,Credit Card,TXN00819,Success
PAY00820,POL00820,2023-01-06,1912.42,Credit Card,TXN00820,Success
PAY00821,POL00821,2023-08-04,417.38,Credit Card,TXN00821,Success
PAY00822,POL00822,2022-06-28,768.94,Bank Transfer,TXN00822,Success
PAY00823,POL00823,2023-08-23,1058.15,Debit Card,TXN00823,Success
PAY00824,POL00824,2023-01-24,377.3,Net Banking,TXN00824,Success
PAY00825,POL00825,2022-12-01,365.02,Net Banking,TXN00825,Success
PAY00826,POL00826,2023-08-29,235.1,UPI,TXN00826,Success
PAY00827,POL00827,2022-05-27,1204.8,Credit Card,TXN00827,Success
PAY00828,POL00828,2022-04-08,331.5,Debit Card,TXN00828,Success
PAY00829,POL00829,2022-10-17,1256.0,Bank Transfer,TXN00829,Success
PAY00830,POL00830,2022-11-06,1332.86,Bank Transfer,TXN00830,Success
PAY00831,POL00831,2022-07-23,801.21,Debit Card,TXN00831,Success
PAY00832,POL00832,2022-08-05,1813.04,UPI,TXN00832,Success
PAY00833,POL00833,2023-02-15,1421.97,UPI,TXN00833,Success
PAY00834,POL00834,2023-02-06,1875.49,Credit Card,TXN00834,Success
PAY00835,POL00835,2023-10-12,1692.44,UPI,TXN00835,Success
PAY00836,POL00836,2022-12-17,1310.79,Net Banking,TXN00836,Success
PAY00837,POL00837,2022-08-07,1965.78,Debit Card,TXN00837,Success
PAY00838,POL00838,2023-10-21,395.41,Bank Transfer,TXN00838,Success
PAY00839,POL00839,2023-04-11,1231.27,Credit Card,TXN00839,Success
PAY00840,POL00840,2022-05-10,1922.11,UPI,TXN00840,Success
PAY00841,POL00841,2022-10-05,1129.4,UPI,TXN00841,Success
PAY00842,POL00842,2022-10-31,944.74,Bank Transfer,TXN00842,Success
PAY00843,POL00843,2022-12-27,1642.31,Debit Card,TXN00843,Success
PAY00844,POL00844,2023-11-13,509.75,UPI,TXN00844,Success
PAY00845,POL00845,2022-02-20,1425.67,Bank Transfer,TXN00845,Success
PAY00846,POL00846,2023-10-24,1948.98,UPI,TXN00846,Success
PAY00847,POL00847,2022-03-16,1484.07,Debit Card,TXN00847,Success
PAY00848,POL00848,2022-09-09,655.42,Bank Transfer,TXN00848,Success
PAY00849,POL00849,2023-12-27,733.12,UPI,TXN00849,Success
PAY00850,POL00850,2023-05-22,757.22,Bank Transfer,TXN00850,Success
PAY00851,POL00851,2022-11-17,1930.22,UPI,TXN00851,Success
PAY00852,POL00852,2022-06-28,1504.88,Net Banking,TXN00852,Success
PAY00853,POL00853,2023-03-14,1024.82,Net Banking,TXN00853,Success
PAY00854,POL00854,2022-01-18,342.95,Debit Card,TXN00854,Success
PAY00855,POL00855,2023-03-13,475.73,Debit Card,TXN00855,Success
PAY00856,POL00856,2023-11-21,830.1,UPI,TXN00856,Success
PAY00857,POL00857,2022-06-23,1623.0,Net Banking,TXN00857,Success
PAY00858,POL00858,2023-07-30,1060.25,Credit Card,TXN00858,Success
PAY00859,POL00859,2023-10-21,976.08,Bank Transfer,TXN00859,Success
PAY00860,POL00860,2023-04-23,181.8,Bank Transfer,TXN00860,Success
PAY00861,POL00861,2022-07-09,1125.32,Credit Card,TXN00861,Success
PAY00862,POL00862,2023-08-21,1644.84,Bank Transfer,TXN00862,Success
PAY00863,POL00863,2022-09-23,1205.96,Debit Card,TXN00863,Success
PAY00864,POL00864,2022-02-13,840.53,Net Banking,TXN00864,Success
PAY00865,POL00865,2022-04-26,1740.77,Credit Card,TXN00865,Success
PAY00866,POL00866,2022-12-23,758.31,Net Banking,TXN00866,Success
PAY00867,POL00867,2022-07-06,1954.04,Debit Card,TXN00867,Success
PAY00868,POL00868,2023-03-28,1874.69,UPI,TXN00868,Success
PAY00869,POL00869,2022-08-24,1807.71,Debit Card,TXN00869,Success
PAY00870,POL00870,2023-12-04,1964.93,Bank Transfer,TXN00870,Success
PAY00871,POL00871,2022-08-12,142.15,UPI,TXN00871,Success
PAY00872,POL00872,2022-04-27,649.02,UPI,TXN00872,Success
PAY00873,POL00873,2023-02-22,1884.02,Bank Transfer,TXN00873,Success
PAY00874,POL00874,2023-05-07,1811.32,Credit Card,TXN00874,Success
PAY00875,POL00875,2022-12-17,1809.32,UPI,TXN00875,Success
PAY00876,POL00876,2022-05-03,344.35,Bank Transfer,TXN00876,Success
PAY00877,POL00877,2023-11-18,896.7,Debit Card,TXN00877,Success
PAY00878,POL00878,2023-10-23,1618.56,Credit Card,TXN00878,Success
PAY00879,POL00879,2023-02-21,1728.34,Net Banking,TXN00879,Success
PAY00880,POL00880,2022-07-17,1989.69,Net Banking,TXN00880,Success
PAY00881,POL00881,2023-03-31,1114.99,Debit Card,TXN00881,Success
PAY00882,POL00882,2023-07-25,1936.41,Credit Card,TXN00882,Success
PAY00883,POL00883,2022-06-13,1239.63,Debit Card,TXN00883,Success
PAY00884,POL00884,2023-12-21,622.38,Debit Card,TXN00884,Success
PAY00885,POL00885,2022-09-13,967.99,Bank Transfer,TXN00885,Success
PAY00886,POL00886,2023-11-21,958.81,Debit Card,TXN00886,Success
PAY00887,POL00887,2023-08-29,464.51,Credit Card,TXN00887,Success
PAY00888,POL00888,2023-03-03,1857.52,Credit Card,TXN00888,Success
PAY00889,POL00889,2023-10-09,1160.43,Net Banking,TXN00889,Success
PAY00890,POL00890,2023-04-20,730.0,Credit Card,TXN00890,Success
PAY00891,POL00891,2022-09-03,581.6,Credit Card,TXN00891,Success
PAY00892,POL00892,2022-12-24,1749.27,Debit Card,TXN00892,Success
PAY00893,POL00893,2022-09-10,1161.26,Debit Card,TXN00893,Success
PAY00894,POL00894,2023-02-12,1715.85,Net Banking,TXN00894,Success
PAY00895,POL00895,2023-09-23,933.8,Bank Transfer,TXN00895,Success
PAY00896,POL00896,2023-07-23,920.82,UPI,TXN00896,Success
PAY00897,POL00897,2023-06-01,1569.58,Debit Card,TXN00897,Success
PAY00898,POL00898,2022-01-09,984.98,Debit Card,TXN00898,Success
PAY00899,POL00899,2022-05-27,1408.36,Debit Card,TXN00899,Success
PAY00900,POL00900,2022-09-27,561.93,UPI,TXN00900,Success
PAY00901,POL00901,2023-08-16,114.48,Debit Card,TXN00901,Success
PAY00902,POL00902,2023-02-17,546.85,UPI,TXN00902,Success
PAY00903,POL00903,2022-01-30,1786.95,Credit Card,TXN00903,Success
PAY00904,POL00904,2022-05-15,1876.77,UPI,TXN00904,Success
PAY00905,POL00905,2023-07-18,1152.73,Net Banking,TXN00905,Success
PAY00906,POL00906,2022-03-07,1623.68,UPI,TXN00906,Success
PAY00907,POL00907,2022-12-15,1811.93,Net Banking,TXN00907,Success
PAY00908,POL00908,2023-07-06,1405.04,Net Banking,TXN00908,Success
PAY00909,POL00909,2023-11-06,288.29,UPI,TXN00909,Success
PAY00910,POL00910,2023-10-31,1107.17,UPI,TXN00910,Success
PAY00911,POL00911,2022-01-03,1744.82,UPI,TXN00911,Success
PAY00912,POL00912,2022-09-18,1514.15,Bank Transfer,TXN00912,Success
PAY00913,POL00913,2023-09-06,253.47,UPI,TXN00913,Success
PAY00914,POL00914,2023-12-11,1698.48,UPI,TXN00914,Success
PAY00915,POL00915,2023-09-23,1522.39,Net Banking,TXN00915,Success
PAY00916,POL00916,2022-06-21,1107.55,Bank Transfer,TXN00916,Success
PAY00917,POL00917,2022-02-04,328.59,Debit Card,TXN00917,Success
PAY00918,POL00918,2022-04-18,653.66,Net Banking,TXN00918,Success
PAY00919,POL00919,2022-03-23,1834.41,Net Banking,TXN00919,Success
PAY00920,POL00920,2023-10-01,1444.91,Net Banking,TXN00920,Success
PAY00921,POL00921,2022-02-17,1308.08,UPI,TXN00921,Success
PAY00922,POL00922,2023-03-30,1238.12,Debit Card,TXN00922,Success
PAY00923,POL00923,2023-11-10,1269.55,Bank Transfer,TXN00923,Success
PAY00924,POL00924,2023-07-29,1905.04,Bank Transfer,TXN00924,Success
PAY00925,POL00925,2023-01-11,1079.99,UPI,TXN00925,Success
PAY00926,POL00926,2023-09-02,368.58,Net Banking,TXN00926,Success
PAY00927,POL00927,2022-08-06,521.68,Net Banking,TXN00927,Success
PAY00928,POL00928,2022-08-01,1819.33,Bank Transfer,TXN00928,Success
PAY00929,POL00929,2022-06-06,1977.05,Net Banking,TXN00929,Success
PAY00930,POL00930,2023-05-14,331.07,UPI,TXN00930,Success
PAY00931,POL00931,2023-09-23,1557.72,Debit Card,TXN00931,Success
PAY00932,POL00932,2023-01-02,993.79,Credit Card,TXN00932,Success
PAY00933,POL00933,2023-05-02,1144.35,Bank Transfer,TXN00933,Success
PAY00934,POL00934,2022-06-19,1831.26,Net Banking,TXN00934,Success
PAY00935,POL00935,2022-11-07,1961.18,Bank Transfer,TXN00935,Success
PAY00936,POL00936,2023-02-18,914.11,Debit Card,TXN00936,Success
PAY00937,POL00937,2023-12-02,536.78,Net Banking,TXN00937,Success
PAY00938,POL00938,2022-03-16,294.88,Debit Card,TXN00938,Success
PAY00939,POL00939,2023-07-06,168.17,UPI,TXN00939,Success
PAY00940,POL00940,2023-06-23,938.2,Net Banking,TXN00940,Success
PAY00941,POL00941,2024-01-01,1817.21,Bank Transfer,TXN00941,Success
PAY00942,POL00942,2022-06-17,1334.79,UPI,TXN00942,Success
PAY00943,POL00943,2023-10-26,848.46,Net Banking,TXN00943,Success
PAY00944,POL00944,2022-11-11,1509.88,UPI,TXN00944,Success
PAY00945,POL00945,2022-06-21,1095.78,Net Banking,TXN00945,Success
PAY00946,POL00946,2023-01-07,1853.97,UPI,TXN00946,Success
PAY00947,POL00947,2022-04-23,580.39,UPI,TXN00947,Success
PAY00948,POL00948,2023-09-18,1427.65,UPI,TXN00948,Success
PAY00949,POL00949,2023-09-26,1825.67,Debit Card,TXN00949,Success
PAY00950,POL00950,2022-01-15,1224.38,Bank Transfer,TXN00950,Success
PAY00951,POL00951,2023-08-06,1413.6,Bank Transfer,TXN00951,Success
PAY00952,POL00952,2022-10-18,810.14,Debit Card,TXN00952,Success
PAY00953,POL00953,2022-06-24,1601.43,UPI,TXN00953,Success
PAY00954,POL00954,2023-04-04,1716.67,Credit Card,TXN00954,Success
PAY00955,POL00955,2023-09-08,1359.62,Credit Card,TXN00955,Success
PAY00956,POL00956,2022-12-25,1822.39,Debit Card,TXN00956,Success
PAY00957,POL00957,2022-10-17,1667.44,Debit Card,TXN00957,Success
PAY00958,POL00958,2022-06-24,131.01,Net Banking,TXN00958,Success
PAY00959,POL00959,2022-05-15,425.0,Credit Card,TXN00959,Success
PAY00960,POL00960,2023-02-27,1128.21,UPI,TXN00960,Success
PAY00961,POL00961,2022-08-07,1637.74,Bank Transfer,TXN00961,Success
PAY00962,POL00962,2023-06-15,1402.05,Credit Card,TXN00962,Success
PAY00963,POL00963,2022-09-09,1467.28,Credit Card,TXN00963,Success
PAY00964,POL00964,2022-01-19,1326.15,Net Banking,TXN00964,Success
PAY00965,POL00965,2022-04-23,278.26,Credit Card,TXN00965,Success
PAY00966,POL00966,2022-01-31,1839.04,Net Banking,TXN00966,Success
PAY00967,POL00967,2022-10-05,1210.75,Net Banking,TXN00967,Success
PAY00968,POL00968,2022-08-28,841.7,Bank Transfer,TXN00968,Success
PAY00969,POL00969,2023-11-24,1687.48,Bank Transfer,TXN00969,Success
PAY00970,POL00970,2022-03-16,1728.65,Net Banking,TXN00970,Success
PAY00971,POL00971,2023-06-30,356.27,Bank Transfer,TXN00971,Success
PAY00972,POL00972,2022-10-17,1184.39,Debit Card,TXN00972,Success
PAY00973,POL00973,2023-12-28,1098.9,Credit Card,TXN00973,Success
PAY00974,POL00974,2023-02-09,647.5,UPI,TXN00974,Success
PAY00975,POL00975,2023-06-28,307.03,Credit Card,TXN00975,Success
PAY00976,POL00976,2023-07-13,672.68,Debit Card,TXN00976,Success
PAY00977,POL00977,2022-03-12,1879.35,UPI,TXN00977,Success
PAY00978,POL00978,2022-11-05,1803.78,UPI,TXN00978,Success
PAY00979,POL00979,2023-10-08,831.62,Credit Card,TXN00979,Success
PAY00980,POL00980,2022-02-02,1054.01,Credit Card,TXN00980,Success
PAY00981,POL00981,2023-04-26,377.84,Debit Card,TXN00981,Success
PAY00982,POL00982,2023-07-18,1266.8,UPI,TXN00982,Success
PAY00983,POL00983,2023-05-26,684.9,Credit Card,TXN00983,Success
PAY00984,POL00984,2023-06-02,1034.39,Debit Card,TXN00984,Success
PAY00985,POL00985,2023-08-10,1414.49,UPI,TXN00985,Success
PAY00986,POL00986,2023-11-08,778.95,UPI,TXN00986,Success
PAY00987,POL00987,2022-08-04,1802.64,Credit Card,TXN00987,Success
PAY00988,POL00988,2022-05-17,1034.96,Credit Card,TXN00988,Success
PAY00989,POL00989,2022-07-05,478.66,Debit Card,TXN00989,Success
PAY00990,POL00990,2023-10-29,1909.64,UPI,TXN00990,Success
PAY00991,POL00991,2022-01-25,825.54,Debit Card,TXN00991,Success
PAY00992,POL00992,2022-03-23,201.09,UPI,TXN00992,Success
PAY00993,POL00993,2023-03-07,1721.64,Credit Card,TXN00993,Success
PAY00994,POL00994,2023-06-19,1973.12,Bank Transfer,TXN00994,Success
PAY00995,POL00995,2023-08-03,1078.99,UPI,TXN00995,Success
PAY00996,POL00996,2022-07-15,153.99,Credit Card,TXN00996,Success
PAY00997,POL00997,2023-12-30,210.95,Bank Transfer,TXN00997,Success
PAY00998,POL00998,2023-05-12,1917.49,Debit Card,TXN00998,Success
PAY00999,POL00999,2023-01-02,1168.33,Net Banking,TXN00999,Success
PAY01000,POL01000,2022-08-30,1635.53,Debit Card,TXN01000,Success
